,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,SATELLITE,SINK,SMARTPHONE,STOV,TABLET,TEL,TEN,VEH,WATFP,YBL,GRNTP,GRPIP,HHL,HHLANP,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,NRC,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL
803,3105,1,1.0,1,1,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1333.0,73.0,1.0,9500.0,4.0,22000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,135.52,2.0,5.0,1.0
804,3102,1,1.0,1,3,9,2.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,550.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,1.0,19,600.0,22.0,1.0,9500.0,6.0,32800.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,47.14,4.0,1.0,0.0
805,3104,2,1.0,1,1,8,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,12,1200.0,12.0,2.0,1200.0,1.0,122000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,124.74,7.0,5.0,0.0
806,3104,2,1.0,1,2,5,1.0,2.0,2.0,3.0,40.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,3,1130.0,11.0,1.0,9500.0,5.0,123000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3,1,0.0,103.95,7.0,4.0,0.0
807,3101,2,1.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,18,1200.0,18.0,1.0,9500.0,5.0,78000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,69.0,7.0,5.0,0.0
808,3105,1,1.0,1,1,7,1.0,2.0,2.0,3.0,40.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,3,2.0,890.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,992.0,21.0,1.0,9500.0,4.0,58000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,135.52,6.0,4.0,0.0
810,3105,4,1.0,1,2,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,9,1323.0,23.0,4.0,1730.0,1.0,70000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,81.51,5.0,4.0,0.0
811,3108,3,1.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,950.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1070.0,33.0,1.0,9500.0,3.0,39000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1,0.0,1.0,0.0,0.0,3,1,0.0,30.32,3.0,4.0,1.0
812,3101,1,1.0,1,1,6,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,530.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,4,665.0,38.0,1.0,9500.0,4.0,21000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,66.0,2.0,2.0,1.0
813,3104,2,1.0,1,2,9,1.0,2.0,2.0,3.0,150.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1760.0,19.0,1.0,9500.0,1.0,113000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,53.46,7.0,6.0,0.0
814,3107,2,1.0,1,1,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,910.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,9,993.0,35.0,1.0,9500.0,7.0,34000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,42.59,3.0,4.0,1.0
815,3103,1,1.0,1,1,3,1.0,2.0,2.0,3.0,60.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,160.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,4,220.0,16.0,1.0,9500.0,6.0,17000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1,1,0.0,68.0,2.0,1.0,0.0
816,3104,3,1.0,1,3,2,1.0,2.0,2.0,3.0,110.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1900.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,8,2190.0,24.0,2.0,1200.0,1.0,111000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,201.96,7.0,6.0,0.0
817,3102,4,1.0,1,3,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,900.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1035.0,25.0,2.0,1200.0,1.0,50000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,268.09,4.0,3.0,0.0
818,3101,2,1.0,1,1,7,1.0,2.0,2.0,3.0,50.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,730.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,800.0,53.0,1.0,9500.0,3.0,18000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,165.0,2.0,3.0,1.0
819,3101,5,1.0,1,4,2,1.0,2.0,2.0,3.0,200.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1000.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,5,1310.0,21.0,1.0,9500.0,1.0,74850.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,1.0,1.0,3,1,0.0,96.0,5.0,4.0,0.0
820,3106,1,3.0,1,2,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,910.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,20,980.0,36.0,1.0,9500.0,4.0,0.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,64.17,1.0,3.0,1.0
821,3104,4,1.0,1,2,7,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1660.0,18.0,4.0,1765.0,1.0,110000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,71.28,7.0,5.0,0.0
822,3103,1,1.0,1,3,3,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,6,1320.0,36.0,1.0,9500.0,6.0,0.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,111.0,1.0,4.0,1.0
823,3104,1,1.0,1,2,7,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1410.0,4.0,1.0,9500.0,4.0,437000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,60.39,7.0,5.0,0.0
824,3106,2,1.0,1,2,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,4.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,166.0,5.0,1.0,9500.0,2.0,40100.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,3,1,0.0,16.12,4.0,1.0,0.0
825,3108,1,1.0,1,4,2,1.0,2.0,2.0,3.0,30.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,8,2.0,1900.0,1,1.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1933.0,19.0,1.0,9500.0,4.0,125000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,39.99,7.0,5.0,0.0
826,3103,3,1.0,1,5,8,2.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,550.0,1,2.0,1,1.0,1,1.0,1.0,3.0,4.0,1.0,18,550.0,12.0,1.0,9500.0,7.0,55000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,142.0,5.0,1.0,0.0
827,3107,1,1.0,1,1,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,930.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1010.0,25.0,1.0,9500.0,4.0,48000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,46.64,5.0,4.0,0.0
828,3102,2,1.0,1,2,7,1.0,2.0,2.0,3.0,160.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,750.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,6,910.0,25.0,2.0,1200.0,1.0,44000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,69.72,4.0,3.0,0.0
829,3106,2,1.0,1,2,9,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,18,1209.0,29.0,1.0,9500.0,3.0,50000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,19.84,5.0,4.0,0.0
830,3103,4,2.0,1,4,7,1.0,2.0,2.0,1.0,114.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,4.0,1.0,14,2800.0,101.0,1.0,9500.0,7.0,25000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,39.0,1.0,7.0,1.0
831,3104,4,1.0,1,2,6,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,3,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1557.0,19.0,3.0,1350.0,1.0,98000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,73.26,7.0,5.0,0.0
832,3105,1,1.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,6,1196.0,10.0,1.0,9500.0,4.0,138000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,138.46,7.0,4.0,0.0
833,3104,2,1.0,1,1,8,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,930.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1013.0,13.0,1.0,9500.0,1.0,91500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,186.12,7.0,4.0,0.0
834,3108,1,1.0,1,3,1,1.0,2.0,2.0,3.0,80.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,630.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,5,735.0,29.0,1.0,9500.0,6.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,121.26,3.0,2.0,0.0
836,3102,5,1.0,1,3,5,1.0,1.0,2.0,3.0,150.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1,10,2.0,880.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,1.0,7,1030.0,11.0,2.0,1200.0,1.0,115660.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,125.7,7.0,3.0,0.0
837,3102,2,1.0,1,3,5,1.0,2.0,2.0,1.0,114.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,5,2.0,940.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,5,940.0,25.0,1.0,9500.0,3.0,45000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,33.39,4.0,2.0,0.0
839,3102,2,1.0,1,2,6,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,680.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,6,780.0,26.0,2.0,1200.0,2.0,35800.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,250.41,4.0,2.0,0.0
840,3101,2,1.0,1,2,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,2,1103.0,23.0,1.0,9500.0,1.0,56500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,52.0,5.0,4.0,0.0
841,3101,2,1.0,1,2,7,1.0,2.0,2.0,3.0,300.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,1068.0,1,2.0,1,1.0,1,2.0,1.0,4.0,1.0,1.0,6,1218.0,36.0,1.0,9500.0,2.0,3600.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,156.0,1.0,1.0,0.0
842,3105,2,1.0,1,2,9,1.0,2.0,2.0,3.0,40.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,4,2.0,920.0,1,2.0,1,1.0,1,2.0,1.0,3.0,4.0,1.0,5,960.0,19.0,1.0,9500.0,2.0,62000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,192.47,6.0,3.0,0.0
843,3105,3,1.0,1,2,3,1.0,2.0,2.0,3.0,330.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,3.0,7,1013.0,101.0,1.0,9500.0,3.0,9600.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,74.63,1.0,4.0,1.0
844,3104,1,1.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,5,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1205.0,48.0,1.0,9500.0,6.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,136.62,3.0,4.0,1.0
845,3108,1,1.0,1,3,3,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,450.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,2,450.0,101.0,1.0,9500.0,4.0,3500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,192.21,1.0,1.0,1.0
847,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1000.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,14,1070.0,23.0,1.0,9500.0,4.0,55000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,132.0,6.0,4.0,0.0
848,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2.0,800.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,3.0,6,929.0,21.0,2.0,1200.0,4.0,52000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,105.0,6.0,4.0,0.0
849,3103,1,1.0,1,2,8,1.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,6,1390.0,52.0,1.0,9500.0,4.0,32000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,148.0,4.0,5.0,1.0
850,3101,3,1.0,1,2,6,1.0,2.0,2.0,3.0,130.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1,4,2.0,370.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,7,580.0,101.0,1.0,9500.0,3.0,5000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,192.0,1.0,2.0,1.0
851,3108,1,1.0,1,2,9,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,7,1600.0,61.0,1.0,9500.0,6.0,31650.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,50.31,4.0,5.0,1.0
852,3104,2,1.0,1,2,8,2.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,890.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,993.0,16.0,1.0,9500.0,1.0,75000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,128.7,7.0,3.0,0.0
853,3103,4,1.0,1,4,7,2.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,1.0,7,1500.0,36.0,3.0,1350.0,5.0,0.0,0.0,4.0,4.0,4.0,1,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,78.0,1.0,4.0,1.0
854,3103,3,1.0,1,1,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,570.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,6,630.0,50.0,3.0,1170.0,1.0,15000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,142.0,1.0,2.0,1.0
855,3108,4,1.0,1,4,2,1.0,2.0,2.0,3.0,100.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,12,2107.0,101.0,1.0,9500.0,1.0,24000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,1,1,0.0,25.8,1.0,5.0,1.0
856,3108,2,1.0,1,2,2,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1267.0,38.0,1.0,9500.0,1.0,40100.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,1,1,0.0,79.98,4.0,4.0,1.0
857,3104,1,3.0,1,2,9,1.0,2.0,2.0,3.0,50.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,670.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,1.0,19,720.0,49.0,1.0,9500.0,6.0,17700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,86.13,2.0,2.0,1.0
858,3103,1,1.0,1,1,9,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,900.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1020.0,35.0,1.0,9500.0,6.0,34500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,96.0,4.0,4.0,1.0
859,3108,1,1.0,1,2,1,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,9.0,1.0,1.0,2.0,1,5,2.0,580.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,5,700.0,23.0,1.0,9500.0,6.0,37000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,38.06,4.0,2.0,0.0
860,3105,1,3.0,1,1,7,1.0,2.0,2.0,3.0,70.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1,4,2.0,120.0,1,2.0,1,2.0,1,1.0,1.0,3.0,0.0,2.0,4,190.0,5.0,1.0,9500.0,4.0,44100.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,51.06,5.0,1.0,0.0
861,3103,2,1.0,1,2,5,2.0,2.0,2.0,3.0,240.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1,4,2.0,710.0,1,1.0,1,2.0,1,2.0,2.0,3.0,0.0,2.0,6,1150.0,101.0,1.0,9500.0,3.0,1500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,99.0,1.0,4.0,1.0
862,3107,1,1.0,1,1,8,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,670.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,5,817.0,25.0,1.0,9500.0,4.0,40000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,124.22,4.0,3.0,0.0
863,3104,3,1.0,1,2,8,1.0,2.0,2.0,3.0,40.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1450.0,12.0,4.0,1730.0,1.0,147000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,241.56,7.0,5.0,0.0
864,3102,4,1.0,1,3,1,1.0,2.0,2.0,3.0,220.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,680.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,5,900.0,21.0,1.0,9500.0,2.0,52000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1,0.0,1.0,0.0,0.0,2,1,0.0,76.6,4.0,2.0,0.0
